sentiment,text,char_count,word_count,label
neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",164,27,1
positive,"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",103,22,2
neutral,Why not subscribe to the magazine ?,35,7,1
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",189,34,2
negative,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",147,25,0
neutral,"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",102,19,1
neutral,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",196,33,1
neutral,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,97,20,1
positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",165,31,2
neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",114,21,1
positive,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",82,18,2
neutral,The value of the contracts is about EUR 3.3 mn .,48,11,1
neutral,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",100,19,1
neutral,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",126,24,1
positive,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,185,31,2
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,56,11,1
neutral,The company distributes Hiab 's products as well as other products .,68,12,1
neutral,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",107,20,1
negative,"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",123,24,0
neutral,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,94,15,1
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",167,34,0
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .,100,18,1
neutral,"According shipping company Viking Line , the EU decision will have a significant financial impact .",99,16,1
positive,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",199,33,2
positive,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",72,17,2
neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",130,20,1
negative,They are also upset that some of the machinery and work is taken over to Poland .,81,17,0
neutral,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",236,44,1
neutral,Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,206,38,1
neutral,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",96,19,1
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",162,29,2
positive,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .",152,26,2
neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",80,15,1
negative,"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",219,41,0
neutral,"With this , the company will exit the contract manufacturing service segment .",78,13,1
neutral,The contract is worth some EUR 1 million .,42,9,1
neutral,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,114,19,1
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",142,28,1
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,97,16,1
positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",159,29,2
neutral,"The total floor area of the plant expansion is 29,000 square metres .",69,13,1
neutral,All depends on financing .,26,5,1
neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,153,31,1
neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",169,33,1
neutral,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,114,18,1
positive,"Net sales will , however , increase from 2005 .",47,10,2
positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,82,16,2
neutral,It will provide heating in the form of hot water for the sawmill 's needs .,75,16,1
neutral,"The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said .",230,42,1
neutral,"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",152,25,1
positive,Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,168,26,2
neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",102,19,1
neutral,The total value of these two contracts is over EUR 21 million .,63,13,1
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,104,21,1
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",154,24,2
neutral,"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",135,21,1
positive,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,77,17,2
neutral,Elisa will expand the use of this technology provided the pilot proves successful .,83,14,1
neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,161,26,1
neutral,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",186,36,1
positive,Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,162,29,2
neutral,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,55,11,1
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,196,37,1
neutral,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",98,24,1
positive,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+Æhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",258,45,2
